0.0666092,0.0657895
0.133218,0.0575658
0.199828,0.0559211
0.266437,0.0542763
0.333046,0.0723684
0.399655,0.0723684
0.466264,0.0838816
0.532873,0.0888158
0.599483,0.09375
0.666092,0.0953947
0.732701,0.0888158
0.79931,0.0904605
0.865919,0.0838816
0.932529,0.0871711
0.999138,0.0921053
1.06575,0.0970395
1.13236,0.0838816
1.19897,0.0921053
1.26557,0.09375
1.33218,0.0953947
1.39879,0.0970395
1.4654,0.106908
1.53201,0.106908
1.59862,0.105263
1.66523,0.09375
1.73184,0.101974
1.79845,0.0970395
1.86506,0.106908
1.93167,0.105263
1.99828,0.108553
2.06488,0.110197
2.13149,0.101974
2.1981,0.106908
2.26471,0.103618
2.33132,0.09375
2.39793,0.116776
2.46454,0.0986842
2.53115,0.0986842
2.59776,0.101974
2.66437,0.100329
2.73098,0.0970395
2.79759,0.103618
2.86419,0.0970395
2.9308,0.108553
2.99741,0.106908
3.06402,0.106908
3.13063,0.0986842
3.19724,0.0970395
3.26385,0.0953947
3.33046,0.100329
3.39707,0.101974
3.46368,0.0921053
3.53029,0.0970395
3.5969,0.0970395
3.6635,0.0986842
3.73011,0.105263
3.79672,0.100329
3.86333,0.0953947
3.92994,0.0970395
3.99655,0.100329
4.06316,0.0970395
4.12977,0.0986842
4.19638,0.0986842
4.26299,0.0871711
4.3296,0.0970395
4.39621,0.09375
4.46282,0.0871711
4.52942,0.0838816
4.59603,0.0871711
4.66264,0.0888158
4.72925,0.0904605
4.79586,0.0904605
4.86247,0.0871711
4.92908,0.0921053
4.99569,0.0970395
5.0623,0.0953947
5.12891,0.0921053
5.19552,0.09375
5.26213,0.09375
5.32873,0.0986842
5.39534,0.0904605
5.46195,0.0970395
5.52856,0.0970395
5.59517,0.103618
5.66178,0.108553
5.72839,0.113487
5.795,0.113487
5.86161,0.113487
5.92822,0.116776
5.99483,0.121711
6.06144,0.121711
6.12804,0.128289
6.19465,0.121711
6.26126,0.133224
6.32787,0.131579
6.39448,0.134868
6.46109,0.133224
6.5277,0.139803
6.59431,0.141447
6.66092,0.141447
6.72753,0.133224
6.79414,0.136513
6.86075,0.136513
6.92735,0.138158
6.99396,0.136513
7.06057,0.138158
7.12718,0.139803
7.19379,0.141447
7.2604,0.139803
7.32701,0.146382
7.39362,0.148026
7.46023,0.148026
7.52684,0.166118
7.59345,0.15625
7.66006,0.166118
7.72666,0.15625
7.79327,0.164474
7.85988,0.161184
7.92649,0.162829
7.9931,0.161184
8.05971,0.169408
8.12632,0.162829
8.19293,0.157895
8.25954,0.166118
8.32615,0.166118
8.39276,0.169408
8.45937,0.161184
8.52598,0.157895
8.59258,0.154605
8.65919,0.166118
8.7258,0.175987
8.79241,0.162829
8.85902,0.148026
8.92563,0.161184
8.99224,0.164474
9.05885,0.159539
9.12546,0.164474
9.19207,0.164474
9.25868,0.161184
9.32529,0.169408
9.39189,0.167763
9.4585,0.166118
9.52511,0.171053
9.59172,0.171053
9.65833,0.167763
9.72494,0.175987
9.79155,0.172697
9.85816,0.175987
9.92477,0.172697
9.99138,0.159539
10.058,0.164474
10.1246,0.167763
10.1912,0.164474
10.2578,0.172697
10.3244,0.166118
10.391,0.166118
10.4576,0.169408
10.5243,0.15625
10.5909,0.157895
10.6575,0.167763
10.7241,0.171053
10.7907,0.169408
10.8573,0.166118
10.9239,0.164474
10.9905,0.171053
11.0571,0.166118
11.1237,0.162829
11.1903,0.157895
11.257,0.159539
11.3236,0.154605
11.3902,0.151316
11.4568,0.146382
11.5234,0.162829
11.59,0.167763
11.6566,0.164474
11.7232,0.15625
11.7898,0.159539
11.8564,0.164474
11.923,0.161184
11.9897,0.164474
12.0563,0.162829
12.1229,0.166118
12.1895,0.164474
12.2561,0.159539
12.3227,0.15625
12.3893,0.157895
12.4559,0.159539
12.5225,0.161184
12.5891,0.159539
12.6557,0.162829
12.7224,0.154605
12.789,0.152961
12.8556,0.162829
12.9222,0.164474
12.9888,0.164474
13.0554,0.166118
13.122,0.159539
13.1886,0.159539
13.2552,0.157895
13.3218,0.157895
13.3884,0.152961
13.4551,0.152961
13.5217,0.152961
13.5883,0.152961
13.6549,0.152961
13.7215,0.157895
13.7881,0.15625
13.8547,0.161184
13.9213,0.157895
13.9879,0.157895
14.0545,0.162829
14.1211,0.159539
14.1878,0.159539
14.2544,0.15625
14.321,0.154605
14.3876,0.154605
14.4542,0.15625
14.5208,0.154605
14.5874,0.154605
14.654,0.152961
14.7206,0.151316
14.7872,0.151316
14.8538,0.149671
14.9205,0.144737
14.9871,0.144737
15.0537,0.146382
15.1203,0.144737
15.1869,0.143092
15.2535,0.141447
15.3201,0.144737
15.3867,0.143092
15.4533,0.144737
15.5199,0.146382
15.5865,0.146382
15.6532,0.146382
15.7198,0.146382
15.7864,0.143092
15.853,0.143092
15.9196,0.146382
15.9862,0.146382
16.0528,0.146382
16.1194,0.146382
16.186,0.154605
16.2526,0.146382
16.3192,0.146382
16.3859,0.151316
16.4525,0.144737
16.5191,0.151316
16.5857,0.148026
16.6523,0.152961
16.7189,0.154605
16.7855,0.146382
