0.0724837,0.0882657,0.0647219
0.144967,0.0905621,0.0401671
0.217451,0.0963775,0.031103
0.289935,0.104536,0.0368322
0.362419,0.108498,0.0350218
0.434902,0.115438,0.0438585
0.507386,0.122512,0.0513002
0.57987,0.124118,0.0528403
0.652354,0.125976,0.0588517
0.724837,0.127147,0.0622374
0.797321,0.12772,0.0518097
0.869805,0.128578,0.0623433
0.942289,0.130177,0.0667793
1.01477,0.129663,0.0617319
1.08726,0.129847,0.0660582
1.15974,0.130592,0.0692089
1.23222,0.130365,0.0610383
1.30471,0.130114,0.0666617
1.37719,0.129934,0.0591691
1.44967,0.129883,0.0613361
1.52216,0.129679,0.0677002
1.59464,0.130208,0.0644946
1.66713,0.131348,0.063801
1.73961,0.136047,0.0710389
1.81209,0.140032,0.0775323
1.88458,0.145981,0.104928
1.95706,0.148767,0.0970633
2.02954,0.147423,0.0895119
2.10203,0.146075,0.0993401
2.17451,0.145734,0.097365
2.247,0.145593,0.0856127
2.31948,0.145272,0.103619
2.39196,0.144946,0.105959
2.46445,0.14497,0.0862162
2.53693,0.144076,0.0916829
2.60941,0.143755,0.0909148
2.6819,0.145499,0.0934737
2.75438,0.147129,0.0876505
2.82687,0.147697,0.0837043
2.89935,0.148716,0.0859537
2.97183,0.150162,0.0810866
3.04432,0.154324,0.132755
3.1168,0.153481,0.0821838
3.18928,0.152999,0.0771365
3.26177,0.153097,0.0425183
3.33425,0.153724,0.0770033
3.40674,0.15385,0.0772423
3.47922,0.153916,0.0796406
3.5517,0.153838,0.0754867
3.62419,0.154089,0.065251
3.69667,0.154046,0.0807182
3.76915,0.153936,0.0751105
3.84164,0.153807,0.038098
3.91412,0.153877,0.0733667
3.98661,0.153846,0.060231
4.05909,0.153834,0.0684722
4.13157,0.154575,0.0537455
4.20406,0.155554,0.0710389
4.27654,0.156836,0.0624295
4.34902,0.157424,0.0490822
4.42151,0.15789,0.0444895
4.49399,0.158925,0.0500972
4.56648,0.158599,0.0436587
4.63896,0.158987,0.0550348
4.71144,0.159207,0.103035
4.78393,0.160053,0.0596589
4.85641,0.16099,0.0615791
4.92889,0.162279,0.0519429
5.00138,0.162788,0.0564455
5.07386,0.162373,0.0602859
5.14635,0.161515,0.0576133
5.21883,0.161386,0.0638285
5.29131,0.161856,0.0751301
5.3638,0.163106,0.0636208
5.43628,0.162961,0.118503
5.50876,0.16331,0.0593376
5.58125,0.167397,0.0618887
5.65373,0.170653,0.0482789
5.72622,0.178738,0.0429886
5.7987,0.187829,0.0619553
5.87118,0.193049,0.0510612
5.94367,0.203285,0.0480438
6.01615,0.212858,0.0570921
6.08863,0.222851,0.0752712
6.16112,0.225966,0.0755847
6.2336,0.226586,0.0727749
6.30609,0.22519,0.0750321
6.37857,0.225688,0.0928311
6.45105,0.224806,0.0852365
6.52354,0.224583,0.0791037
6.59602,0.223533,0.0698907
6.6685,0.223815,0.0729239
6.74099,0.224066,0.0746912
6.81347,0.224332,0.0705217
6.88596,0.224317,0.0752163
6.95844,0.224383,0.0782925
7.03092,0.22443,0.0782455
7.10341,0.224489,0.0821956
7.17589,0.229172,0.0789705
7.24837,0.23092,0.0848956
7.32086,0.235791,0.0879483
7.39334,0.242159,0.0825718
7.46582,0.244921,0.0862985
7.53831,0.251603,0.0836965
7.61079,0.256564,0.101386
7.68328,0.265048,0.110916
7.75576,0.269633,0.116218
7.82824,0.27198,0.116069
7.90073,0.272642,0.112566
7.97321,0.27066,0.116982
8.04569,0.268806,0.148787
8.11818,0.269261,0.113585
8.19066,0.269437,0.113483
8.26315,0.268767,0.120105
8.33563,0.26959,0.126932
8.40811,0.268528,0.127418
8.4806,0.269472,0.134217
8.55308,0.271083,0.136607
8.62556,0.271659,0.135522
8.69805,0.271694,0.139589
8.77053,0.273975,0.132305
8.84302,0.273951,0.129385
8.9155,0.275715,0.122813
8.98798,0.275597,0.141314
9.06047,0.276052,0.134495
9.13295,0.276612,0.144566
9.20543,0.278113,0.132759
9.27792,0.278599,0.137117
9.3504,0.277584,0.13299
9.42289,0.278344,0.114666
9.49537,0.27604,0.137089
9.56785,0.274974,0.124639
9.64034,0.273767,0.112868
9.71282,0.271177,0.176132
9.7853,0.269692,0.110211
9.85779,0.269629,0.107793
9.93027,0.266945,0.115689
10.0028,0.265456,0.0994224
10.0752,0.262321,0.0961541
10.1477,0.260686,0.0831047
10.2202,0.261031,0.0818351
10.2927,0.259256,0.0843705
10.3652,0.257822,0.0673671
10.4377,0.257018,0.0551053
10.5101,0.255165,0.0712937
10.5826,0.253703,0.0130377
10.6551,0.253111,0.0670418
10.7276,0.25145,0.0778497
10.8001,0.250792,0.0902878
10.8726,0.248621,0.0865101
10.945,0.246963,0.0844254
11.0175,0.246638,0.0792369
11.09,0.245952,0.0854717
11.1625,0.245635,0.0945318
11.235,0.245493,0.091871
11.3075,0.245105,0.0877445
11.3799,0.247927,0.145569
11.4524,0.247751,0.0183084
11.5249,0.246481,0.069346
11.5974,0.245207,0.089218
11.6699,0.244639,0.0433609
11.7424,0.244361,0.0682841
11.8148,0.24384,0.102648
11.8873,0.242629,0.0939322
11.9598,0.242311,0.0981331
12.0323,0.242119,0.09423
12.1048,0.241904,0.0809181
12.1773,0.241912,0.0818547
12.2498,0.24159,0.0529422
12.3222,0.241673,0.0914007
12.3947,0.241234,0.080342
12.4672,0.240767,0.0748127
12.5397,0.239584,0.0557558
12.6122,0.238855,0.0904994
12.6847,0.23956,0.0640479
12.7571,0.239192,0.0732452
12.8296,0.238698,0.0281483
12.9021,0.238161,0.0444738
12.9746,0.238064,0.0314753
13.0471,0.237915,0.0951235
13.1196,0.237836,0.0603604
13.192,0.237985,0.0260361
13.2645,0.237821,0.0255032
13.337,0.237495,0.0237632
13.4095,0.237197,0.0268512
13.482,0.237621,0.0294337
13.5545,0.237683,0.0374475
13.6269,0.237597,0.0632328
13.6994,0.237926,0.0243393
13.7719,0.237331,0.020205
13.8444,0.236978,0.0248174
13.9169,0.236935,0.017215
13.9894,0.236708,0.0179557
14.0618,0.237072,0.0227326
14.1343,0.237225,0.0131513
14.2068,0.2371,0.0531107
14.2793,0.236602,0.0227405
14.3518,0.236461,0.0164509
14.4243,0.236347,0.0318359
14.4967,0.236096,0.0288537
14.5692,0.236104,0.024641
14.6417,0.236249,0.057339
14.7142,0.235936,0.168043
14.7867,0.235614,0.0796131
14.8592,0.235552,0.0598784
14.9316,0.235489,0.0184612
15.0041,0.235066,0.0468525
15.0766,0.235105,0.0230108
15.1491,0.235344,0.0656899
15.2216,0.235128,0.0477616
15.2941,0.23507,0.0351589
15.3666,0.234944,0.0287126
15.439,0.235019,0.0476519
15.5115,0.23505,0.0213767
15.584,0.23536,0.0228698
15.6565,0.235148,0.0291476
15.729,0.235183,0.017701
15.8015,0.235211,0.0220116
15.8739,0.235207,0.0203265
15.9464,0.234646,0.0180145
16.0189,0.233808,0.0220429
16.0914,0.23445,0.0232969
16.1639,0.235606,0.0181046
16.2364,0.23561,0.0123871
16.3088,0.236378,0.0105571
16.3813,0.236461,0.028646
16.4538,0.236155,0.0123597
16.5263,0.236151,0.0135706
16.5988,0.235924,0.0118816
16.6713,0.235869,0.00960875
16.7437,0.235634,0.0127163
16.8162,0.235657,0.0106942
16.8887,0.235074,0.00798639
16.9612,0.235164,0.0125674
17.0337,0.23494,0.0204362
17.1062,0.234929,0.00924431
17.1786,0.234905,0.0120501
17.2511,0.23474,0.00883676
17.3236,0.234819,0.00980469
17.3961,0.234881,0.0167683
17.4686,0.234709,0.0480516
17.5411,0.234541,0.043788
17.6135,0.235003,0.0253386
17.686,0.234976,0.0297707
17.7585,0.234917,0.0207497
17.831,0.235019,0.0270511
17.9035,0.234752,0.0188217
17.976,0.23467,0.0201894
18.0485,0.234748,0.200871
18.1209,0.234807,0.109631
18.1934,0.234603,0.0231872
18.2659,0.234384,0.0479654
18.3384,0.23447,0.0135824
18.4109,0.234929,0.0163059
18.4834,0.233949,0.0137861
18.5558,0.233475,0.00835084
18.6283,0.232789,0.00858204
18.7008,0.232319,0.00924823
18.7733,0.232025,0.00761019
18.8458,0.23215,0.00655997
18.9183,0.231876,0.00824111
18.9907,0.232225,0.0092012
19.0632,0.231778,0.0111135
19.1357,0.232131,0.011525
19.2082,0.231907,0.0157024
19.2807,0.231735,0.0191744
19.3532,0.231221,0.0190372
19.4256,0.231351,0.0161217
19.4981,0.23119,0.00764154
19.5706,0.231237,0.0292181
19.6431,0.23137,0.0159532
19.7156,0.230692,0.0938695
19.7881,0.230849,0.0227052
19.8605,0.231315,0.0498934
19.933,0.230916,0.034771
20.0055,0.230512,0.075761
20.078,0.230775,0.0923804
20.1505,0.230853,0.0589496
20.223,0.230653,0.0426437
20.2954,0.230786,0.0514883
20.3679,0.23072,0.0143661
20.4404,0.230661,0.0364796
20.5129,0.230665,0.0343321
20.5854,0.231002,0.0151381
20.6579,0.230696,0.0134217
20.7303,0.231343,0.0161374
